source,target,relation,weight
background_image,navigation_structure,co_occurs_with,1
background_image,nearby_place,co_occurs_with,1
background_image,option,co_occurs_with,1
background_image,placement,co_occurs_with,1
background_image,rating,co_occurs_with,1
background_image,right_corner,co_occurs_with,1
background_image,safety,co_occurs_with,1
background_image,screen,co_occurs_with,1
background_image,search_bar,co_occurs_with,1
background_image,structure,co_occurs_with,1
background_image,student_discount,co_occurs_with,1
background_image,student_essential,co_occurs_with,1
background_image,study_zone,co_occurs_with,1
background_image,system,co_occurs_with,1
background_image,theme_toggle,co_occurs_with,1
background_image,title,co_occurs_with,1
background_image,top,co_occurs_with,1
background_image,unieasy,co_occurs_with,1
background_image,unieasy_platform,co_occurs_with,1
background_image,user,co_occurs_with,1
background_image,user_interface,co_occurs_with,1
background_image,visual_layout,co_occurs_with,1
background_image,wireframe,co_occurs_with,1
button,distance_information,co_occurs_with,1
button,explore_nearby,co_occurs_with,1
button,merchant_portal,co_occurs_with,1
button,placement,co_occurs_with,1
button,price,co_occurs_with,1
button,visual_layout,co_occurs_with,1
button,wireframe,co_occurs_with,1
career_skill_support,category_card,co_occurs_with,1
career_skill_support,dark_mode,co_occurs_with,1
career_skill_support,descriptive_text,co_occurs_with,1
career_skill_support,distance_information,co_occurs_with,1
career_skill_support,explore,co_occurs_with,1
career_skill_support,explore_nearby,co_occurs_with,1
career_skill_support,form,co_occurs_with,1
career_skill_support,functionality,co_occurs_with,1
career_skill_support,guest,co_occurs_with,1
career_skill_support,header,co_occurs_with,1
career_skill_support,home_page,co_occurs_with,1
career_skill_support,icon,co_occurs_with,1
career_skill_support,landing_page,co_occurs_with,1
career_skill_support,light_mode,co_occurs_with,1
career_skill_support,link,co_occurs_with,1
career_skill_support,merchant_portal,co_occurs_with,1
career_skill_support,navigation_element,co_occurs_with,1
career_skill_support,navigation_link,co_occurs_with,1
career_skill_support,navigation_structure,co_occurs_with,1
career_skill_support,placement,co_occurs_with,1
career_skill_support,platform,co_occurs_with,1
career_skill_support,price,co_occurs_with,1
career_skill_support,right_corner,co_occurs_with,1
career_skill_support,search_bar,co_occurs_with,1
career_skill_support,service,co_occurs_with,1
career_skill_support,structure,co_occurs_with,1
career_skill_support,study_zone,co_occurs_with,1
career_skill_support,system,co_occurs_with,1
career_skill_support,title,co_occurs_with,1
career_skill_support,top,co_occurs_with,1
career_skill_support,unieasy_platform,co_occurs_with,1
career_skill_support,user_interface,co_occurs_with,1
career_skill_support,visual_layout,co_occurs_with,1
career_skill_support,wireframe,co_occurs_with,1
category_card,dark_mode,co_occurs_with,1
category_card,descriptive_text,co_occurs_with,1
category_card,distance_information,co_occurs_with,1
category_card,guest,co_occurs_with,1
category_card,header,co_occurs_with,1
category_card,light_mode,co_occurs_with,1
category_card,merchant_portal,co_occurs_with,1
category_card,module,co_occurs_with,1
category_card,navigation_link,co_occurs_with,1
category_card,option,co_occurs_with,1
category_card,rating,co_occurs_with,1
category_card,right_corner,co_occurs_with,1
category_card,structure,co_occurs_with,1
category_card,system,co_occurs_with,1
category_card,title,co_occurs_with,1
category_card,top,co_occurs_with,1
dark_mode,deal,co_occurs_with,1
dark_mode,descriptive_text,co_occurs_with,1
dark_mode,distance_information,co_occurs_with,1
dark_mode,eating_place,co_occurs_with,1
dark_mode,emergency,co_occurs_with,1
dark_mode,event,co_occurs_with,1
dark_mode,explore,co_occurs_with,1
dark_mode,explore_nearby,co_occurs_with,1
dark_mode,food,co_occurs_with,1
dark_mode,form,co_occurs_with,1
dark_mode,guest,co_occurs_with,1
dark_mode,hero_section,co_occurs_with,1
dark_mode,home_page,co_occurs_with,1
dark_mode,icon,co_occurs_with,1
dark_mode,landing_page,co_occurs_with,1
dark_mode,link,co_occurs_with,1
dark_mode,merchant_portal,co_occurs_with,1
dark_mode,navigation_link,co_occurs_with,1
dark_mode,navigation_structure,co_occurs_with,1
dark_mode,nearby_place,co_occurs_with,1
dark_mode,option,co_occurs_with,1
dark_mode,placement,co_occurs_with,1
dark_mode,platform,co_occurs_with,1
dark_mode,price,co_occurs_with,1
dark_mode,rating,co_occurs_with,1
dark_mode,safety,co_occurs_with,1
dark_mode,screen,co_occurs_with,1
dark_mode,search_bar,co_occurs_with,1
dark_mode,service,co_occurs_with,1
dark_mode,student_discount,co_occurs_with,1
dark_mode,student_essential,co_occurs_with,1
dark_mode,study_zone,co_occurs_with,1
dark_mode,system,co_occurs_with,1
dark_mode,theme_toggle,co_occurs_with,1
dark_mode,title,co_occurs_with,1
dark_mode,top,co_occurs_with,1
dark_mode,unieasy_platform,co_occurs_with,1
dark_mode,user_interface,co_occurs_with,1
dark_mode,visual_layout,co_occurs_with,1
dark_mode,wireframe,co_occurs_with,1
deal,descriptive_text,co_occurs_with,1
deal,distance_information,co_occurs_with,1
deal,form,co_occurs_with,1
deal,guest,co_occurs_with,1
deal,icon,co_occurs_with,1
deal,light_mode,co_occurs_with,1
deal,link,co_occurs_with,1
deal,navigation_link,co_occurs_with,1
deal,price,co_occurs_with,1
deal,structure,co_occurs_with,1
deal,system,co_occurs_with,1
deal,title,co_occurs_with,1
deal,top,co_occurs_with,1
deal,unieasy_platform,co_occurs_with,1
descriptive_text,distance_information,co_occurs_with,1
descriptive_text,emergency,co_occurs_with,1
descriptive_text,event,co_occurs_with,1
descriptive_text,explore_nearby,co_occurs_with,1
descriptive_text,functionality,co_occurs_with,1
descriptive_text,header,co_occurs_with,1
descriptive_text,icon,co_occurs_with,1
descriptive_text,landing_page,co_occurs_with,1
descriptive_text,light_mode,co_occurs_with,1
descriptive_text,merchant_portal,co_occurs_with,1
descriptive_text,navigation_link,co_occurs_with,1
descriptive_text,navigation_structure,co_occurs_with,1
descriptive_text,nearby_place,co_occurs_with,1
descriptive_text,placement,co_occurs_with,1
descriptive_text,price,co_occurs_with,1
descriptive_text,rating,co_occurs_with,1
descriptive_text,safety,co_occurs_with,1
descriptive_text,structure,co_occurs_with,1
descriptive_text,student_discount,co_occurs_with,1
descriptive_text,student_essential,co_occurs_with,1
descriptive_text,study_zone,co_occurs_with,1
descriptive_text,system,co_occurs_with,1
descriptive_text,theme_toggle,co_occurs_with,1
descriptive_text,user_interface,co_occurs_with,1
descriptive_text,visual_layout,co_occurs_with,1
descriptive_text,wireframe,co_occurs_with,1
distance_information,eating_place,co_occurs_with,1
distance_information,emergency,co_occurs_with,1
distance_information,event,co_occurs_with,1
distance_information,explore,co_occurs_with,1
distance_information,explore_nearby,co_occurs_with,1
distance_information,food,co_occurs_with,1
distance_information,form,co_occurs_with,1
distance_information,functionality,co_occurs_with,1
distance_information,guest,co_occurs_with,1
distance_information,header,co_occurs_with,1
distance_information,hero_section,co_occurs_with,1
distance_information,home_page,co_occurs_with,1
distance_information,icon,co_occurs_with,1
distance_information,landing_page,co_occurs_with,1
distance_information,light_mode,co_occurs_with,1
distance_information,link,co_occurs_with,1
distance_information,merchant_portal,co_occurs_with,1
distance_information,module,co_occurs_with,1
distance_information,navigation_element,co_occurs_with,1
distance_information,navigation_link,co_occurs_with,1
distance_information,navigation_structure,co_occurs_with,1
distance_information,nearby_place,co_occurs_with,1
distance_information,option,co_occurs_with,1
distance_information,placement,co_occurs_with,1
distance_information,platform,co_occurs_with,1
distance_information,price,co_occurs_with,1
distance_information,right_corner,co_occurs_with,1
distance_information,safety,co_occurs_with,1
distance_information,screen,co_occurs_with,1
distance_information,search_bar,co_occurs_with,1
distance_information,structure,co_occurs_with,1
distance_information,student_discount,co_occurs_with,1
distance_information,student_essential,co_occurs_with,1
distance_information,study_zone,co_occurs_with,1
distance_information,system,co_occurs_with,1
distance_information,theme_toggle,co_occurs_with,1
distance_information,title,co_occurs_with,1
distance_information,top,co_occurs_with,1
distance_information,unieasy,co_occurs_with,1
distance_information,unieasy_platform,co_occurs_with,1
distance_information,user_interface,co_occurs_with,1
distance_information,visual_layout,co_occurs_with,1
distance_information,wireframe,co_occurs_with,1
eating_place,form,co_occurs_with,1
eating_place,header,co_occurs_with,1
eating_place,icon,co_occurs_with,1
eating_place,light_mode,co_occurs_with,1
eating_place,link,co_occurs_with,1
eating_place,merchant_portal,co_occurs_with,1
eating_place,navigation_link,co_occurs_with,1
eating_place,price,co_occurs_with,1
eating_place,right_corner,co_occurs_with,1
eating_place,structure,co_occurs_with,1
eating_place,system,co_occurs_with,1
eating_place,title,co_occurs_with,1
eating_place,top,co_occurs_with,1
emergency,form,co_occurs_with,1
emergency,guest,co_occurs_with,1
emergency,header,co_occurs_with,1
emergency,icon,co_occurs_with,1
emergency,light_mode,co_occurs_with,1
emergency,link,co_occurs_with,1
emergency,merchant_portal,co_occurs_with,1
emergency,navigation_link,co_occurs_with,1
emergency,price,co_occurs_with,1
emergency,right_corner,co_occurs_with,1
emergency,service,co_occurs_with,1
emergency,structure,co_occurs_with,1
emergency,system,co_occurs_with,1
emergency,title,co_occurs_with,1
emergency,top,co_occurs_with,1
emergency,unieasy_platform,co_occurs_with,1
event,form,co_occurs_with,1
event,guest,co_occurs_with,1
event,header,co_occurs_with,1
event,icon,co_occurs_with,1
event,light_mode,co_occurs_with,1
event,link,co_occurs_with,1
event,merchant_portal,co_occurs_with,1
event,navigation_link,co_occurs_with,1
event,price,co_occurs_with,1
event,right_corner,co_occurs_with,1
event,structure,co_occurs_with,1
event,system,co_occurs_with,1
event,title,co_occurs_with,1
event,top,co_occurs_with,1
event,unieasy_platform,co_occurs_with,1
explore,form,co_occurs_with,1
explore,guest,co_occurs_with,1
explore,header,co_occurs_with,1
explore,light_mode,co_occurs_with,1
explore,merchant_portal,co_occurs_with,1
explore,module,co_occurs_with,1
explore,navigation_link,co_occurs_with,1
explore,option,co_occurs_with,1
explore,rating,co_occurs_with,1
explore,right_corner,co_occurs_with,1
explore,screen,co_occurs_with,1
explore,structure,co_occurs_with,1
explore,system,co_occurs_with,1
explore,title,co_occurs_with,1
explore,unieasy_platform,co_occurs_with,1
explore_nearby,form,co_occurs_with,1
explore_nearby,guest,co_occurs_with,1
explore_nearby,header,co_occurs_with,1
explore_nearby,icon,co_occurs_with,1
explore_nearby,light_mode,co_occurs_with,1
explore_nearby,link,co_occurs_with,1
explore_nearby,merchant_portal,co_occurs_with,1
explore_nearby,module,co_occurs_with,1
explore_nearby,navigation_link,co_occurs_with,1
explore_nearby,option,co_occurs_with,1
explore_nearby,price,co_occurs_with,1
explore_nearby,rating,co_occurs_with,1
explore_nearby,right_corner,co_occurs_with,1
explore_nearby,screen,co_occurs_with,1
explore_nearby,service,co_occurs_with,1
explore_nearby,structure,co_occurs_with,1
explore_nearby,system,co_occurs_with,1
explore_nearby,title,co_occurs_with,1
explore_nearby,top,co_occurs_with,1
explore_nearby,unieasy_platform,co_occurs_with,1
food,form,co_occurs_with,1
food,header,co_occurs_with,1
food,light_mode,co_occurs_with,1
food,merchant_portal,co_occurs_with,1
food,navigation_link,co_occurs_with,1
food,right_corner,co_occurs_with,1
food,structure,co_occurs_with,1
food,system,co_occurs_with,1
food,title,co_occurs_with,1
food,top,co_occurs_with,1
form,functionality,co_occurs_with,1
form,guest,co_occurs_with,1
form,icon,co_occurs_with,1
form,landing_page,co_occurs_with,1
form,light_mode,co_occurs_with,1
form,link,co_occurs_with,1
form,merchant_portal,co_occurs_with,1
form,module,co_occurs_with,1
form,navigation_element,co_occurs_with,1
form,navigation_link,co_occurs_with,1
form,navigation_structure,co_occurs_with,1
form,nearby_place,co_occurs_with,1
form,option,co_occurs_with,1
form,placement,co_occurs_with,1
form,price,co_occurs_with,1
form,rating,co_occurs_with,1
form,safety,co_occurs_with,1
form,search_bar,co_occurs_with,1
form,service,co_occurs_with,1
form,structure,co_occurs_with,1
form,student_discount,co_occurs_with,1
form,student_essential,co_occurs_with,1
form,study_zone,co_occurs_with,1
form,system,co_occurs_with,1
form,user_interface,co_occurs_with,1
form,visual_layout,co_occurs_with,1
form,wireframe,co_occurs_with,1
functionality,guest,co_occurs_with,1
functionality,icon,co_occurs_with,1
functionality,link,co_occurs_with,1
functionality,merchant_portal,co_occurs_with,1
functionality,navigation_link,co_occurs_with,1
functionality,option,co_occurs_with,1
functionality,price,co_occurs_with,1
functionality,rating,co_occurs_with,1
functionality,screen,co_occurs_with,1
functionality,service,co_occurs_with,1
functionality,system,co_occurs_with,1
functionality,title,co_occurs_with,1
functionality,top,co_occurs_with,1
functionality,unieasy_platform,co_occurs_with,1
guest,header,co_occurs_with,1
guest,icon,co_occurs_with,1
guest,light_mode,co_occurs_with,1
guest,link,co_occurs_with,1
guest,merchant_portal,co_occurs_with,1
guest,navigation_link,co_occurs_with,1
guest,nearby_place,co_occurs_with,1
guest,option,co_occurs_with,1
guest,placement,co_occurs_with,1
guest,platform,co_occurs_with,1
guest,price,co_occurs_with,1
guest,rating,co_occurs_with,1
guest,right_corner,co_occurs_with,1
guest,safety,co_occurs_with,1
guest,structure,co_occurs_with,1
guest,student_discount,co_occurs_with,1
guest,student_essential,co_occurs_with,1
guest,system,co_occurs_with,1
guest,theme_toggle,co_occurs_with,1
guest,title,co_occurs_with,1
guest,top,co_occurs_with,1
guest,unieasy,co_occurs_with,1
guest,user_interface,co_occurs_with,1
guest,visual_layout,co_occurs_with,1
guest,wireframe,co_occurs_with,1
header,link,co_occurs_with,1
header,navigation_link,co_occurs_with,1
header,navigation_structure,co_occurs_with,1
header,nearby_place,co_occurs_with,1
header,option,co_occurs_with,1
header,placement,co_occurs_with,1
